name,country,icao,latitude,longitude,elevation,longest_runway,magnetic_variation,airport_type,beacon,fuel_types,landing_fee,oxygen,repairs
MARISCAL ANTONIO JOSE DE SUCRE,Venezuela,SVCU,10.44916667,-64.13222222,30,10171,-14,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
JOSEFA CAMEJO INTL,Venezuela,SVJC,11.78055556,-70.15166667,92,9186,-10,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
FRANCISCO J. G. HEVIA,Venezuela,SVLF,8.238888889,-72.27083333,322,6644,-9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
LA CHINITA INTL,Venezuela,SVMC,10.55843056,-71.72881944,240,9843,-9,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ALBERTO CARNEVALLI,Venezuela,SVMD,8.582222222,-71.16111111,5010,5331,-9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
CHIEF GEN SANTIAGO MARINO INTL,Venezuela,SVMG,10.9125,-63.96638889,74,9843,-14,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SIMON BOLIVAR INTL,Venezuela,SVMI,10.60119444,-66.99122222,234,11483,-12,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GEN. JOSE TADEO MONAGAS INTL.,Venezuela,SVMT,9.748888889,-63.15333333,213,6890,-14,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
CASIQUE ARAMARE NATL,Venezuela,SVPA,5.62,-67.60611111,236,8268,-11,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GEN. BARTOLOME SALOM,Venezuela,SVPC,10.48027778,-68.07277778,30,6939,-11,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GEN. MANUEL CARLOS PIAR INTL,Venezuela,SVPR,8.288333333,-62.76027778,473,6726,-14,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
EL GRAN ROQUE,Venezuela,SVRS,11.94583333,-66.67027778,10,2720,-12,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
GRAL. JUAN VICENTE GOMEZ INTL,Venezuela,SVSA,7.840555556,-72.43972222,1317,6070,-9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SANTA ELENA,Venezuela,SVSE,4.554722222,-61.145,2949,5413,-15,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MAYOR BUENAVENTURA VIVAS INTL AB,Venezuela,SVSO,7.565,-72.035,1083,9908,-9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
LAS FLECHERAS,Venezuela,SVSR,7.883055556,-67.44361111,157,6430,-12,Public/civil,TRUE,"100 low lead (LL) octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
DON EDMUNDO BARRIOS,Venezuela,SVST,8.945,-64.15083333,866,6299,-14,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
DR MIGUEL A. URDANETA F.,Venezuela,SVSZ,8.974166667,-71.94305556,16,8809,-9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
ARTURO MICHELENA INTL,Venezuela,SVVA,10.15,-67.923,1417,9843,-12,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
JUAN PABLO PEREZ ALFONZO,Venezuela,SVVG,8.623611111,-71.675,249,9022,-9,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DR. ANTONIO NICOLAS BRICENO,Venezuela,SVVL,9.340555556,-70.58416667,1946,6562,-10,Public/civil,TRUE,"100 low lead (LL) octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
CHEDDI JAGAN INTL,Guyana,SYCJ,6.498930556,-58.25435278,96,7448,-16,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
EUGENE F. CORREIA INTL,Guyana,SYEC,6.805911111,-58.10760556,2,4201,-16,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
CHAMBERS CO,United States,T00,29.76981389,-94.66348611,21,3005,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,Major Engine
MARLIN,United States,T15,31.34066667,-96.85202778,411,3021,5.6,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
ALBANY MUN,United States,T23,32.72138889,-99.26758333,1415,5000,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
MC KINLEY,United States,T30,28.82225,-99.10902778,586,5027,6.9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
LA PORTE MUN,United States,T41,29.66925,-95.06419444,25,4165,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
PANHANDLE-CARSON CO,United States,T45,35.36169444,-101.3650833,3454,4404,8,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WHEELER MUN,United States,T59,35.45108333,-100.1999167,2470,3565,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
THOMAS,United States,T69,28.03856667,-97.5425,48,4323,6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
TAYLOR MUN,United States,T74,30.57263889,-97.44319444,600,4000,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LIBERTY MUN,United States,T78,30.07780556,-94.69855556,70,3801,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GILLESPIE CO,United States,T82,30.24325,-98.90919444,1695,5001,6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
YOAKUM MUN,United States,T85,29.31316667,-97.13841667,365,3444,5.8,Public/civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
MASON CO,United States,T92,30.73219167,-99.18400556,1514,3716,5,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
FOLLETT-LIPSCOMB CO,United States,T93,36.44080556,-100.1238056,2601,4073,6,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
V C BIRD INTL,Antigua,TAPA,17.13611111,-61.79388889,60,9967,-15,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GRANTLEY ADAMS INTL,Barbados,TBPB,13.07472222,-59.49222222,169,11017,-15,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DOUGLAS CHARLES INTL,Dominica,TDPD,15.54666667,-61.30138889,72,5761,-15,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DESIRADE,Guadeloupe,TFFA,16.29694444,-61.08444444,10,1969,-15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
BAILLIF,Guadeloupe,TFFB,16.01333333,-61.74222222,64,2018,-15,Public/civil,FALSE,"100 low lead (LL) octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
SAINT FRANCOIS,Guadeloupe,TFFC,16.25777778,-61.2625,10,1916,-15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
AIME CESAIRE,Martinique,TFFF,14.59222222,-60.99638889,16,9843,-15,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GRAND CASE,Guadeloupe,TFFG,18.10055556,-63.04888889,23,3947,-14,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ST BARTHELEMY I,Guadeloupe,TFFJ,17.90444444,-62.84388889,48,2119,-14,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MARIE GALANTE,Guadeloupe,TFFM,15.86861111,-61.27222222,17,4068,-15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
LE RAIZET,Guadeloupe,TFFR,16.26416667,-61.52583333,35,10266,-15,Public/civil,FALSE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
LES SAINTES,Guadeloupe,TFFS,15.86444444,-61.58055556,42,1785,-15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MAURICE BISHOP INTL,Grenada,TGPY,12.00424722,-61.78619167,45,8967,-14,Public/civil,TRUE,"80-87 octane, 100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KING,Virgin Islands,TIST,18.33730556,-64.97333333,24,7000,-13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
HENRY E ROHLSEN,Virgin Islands,TISX,17.7015,-64.80166667,74,10004,-13,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
RAFAEL HERNANDEZ,Puerto Rico,TJBQ,18.49486111,-67.12944444,237,11702,-10,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Engine"
FERNANDO LUIS RIBAS DOMINICCI,Puerto Rico,TJIG,18.45677778,-66.09847222,10,5539,-11,Public/civil,TRUE,"100 low lead (LL) octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
EUGENIO MARIA DE HOSTOS,Puerto Rico,TJMZ,18.25569444,-67.14847222,28,4998,-10,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MERCEDITA,Puerto Rico,TJPS,18.00878056,-66.56452222,28,8004,-11,Public/civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
LUIS MUNOZ MARIN INTL,Puerto Rico,TJSJ,18.4394,-66.00213333,10,10400,-11,Public/civil,TRUE,"100 low lead (LL) octane, 100-130 octane, Mogas, JET A, JET A-1, JET B, JET 4, JET 5",TRUE,"High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ANTONIO RIVERA RODRIGUEZ,Puerto Rico,TJVQ,18.13481111,-65.49361667,49,4301,-13,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
BRADSHAW INTL,St Kitts,TKPK,17.31118056,-62.71868611,168,7618,-14,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
VANCE WINKWORTH AMORY INTL,Nevis Is,TKPN,17.20555556,-62.59,25,4006,-14,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GEORGE F. CHARLES,St Lucia,TLPC,14.02,-60.99305556,22,6227,-14,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
HEWANORRA INTL,St Lucia,TLPL,13.73333333,-60.95472222,14,9003,-15,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
REINA BEATRIX INTL,Aruba,TNCA,12.50138333,-70.01523056,62,9278,-11,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
FLAMINGO INTL,Neth Antilles,TNCB,12.13080833,-68.26741944,24,10030,-11,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
HATO INTL,Neth Antilles,TNCC,12.18891389,-68.95969167,36,11198,-11,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
F.D. ROOSEVELT,Neth Antilles,TNCE,17.49651667,-62.97949722,131,3934,-14,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PRINCESS JULIANA INTL,Neth Antilles,TNCM,18.04092778,-63.10895833,14,7546,-14,Public/civil,TRUE,"80-87 octane, 100 low lead (LL) octane, JET, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
CLAYTON J. LLOYD INTL,Anguilla,TQPF,18.2048,-63.05385278,124,5459,-14,Public/civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ROBINSON INTL,Tobago Is,TTCP,11.14972222,-60.83222222,38,8999,-15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PIARCO INTL,Trinidad,TTPP,10.59527778,-61.33722222,58,10495,-15,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TERRANCE B LETTSOME INTL,British Virgin Is,TUPJ,18.44554167,-64.54159722,16,4646,-14,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ARGYLE INTL,St Vincent,TVSA,13.16005556,-61.14870556,136,8999,-15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
CANOUAN,St Vincent,TVSC,12.70079722,-61.34506667,16,5876,-15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
CHASE INDUSTRIAL,United States,TX2,28.36244444,-97.66191667,184,8000,4,Public/civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
L F WADE INTL,Bermuda,TXKF,32.36404167,-64.67870278,18,9705,-15,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MC CARLEY,United States,U02,43.20925,-112.3495833,4492,4311,15,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Major Airframe, Major Engine"
NEPHI MUN,United States,U14,39.73658333,-111.8700556,5022,6300,12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
SOUTH VALLEY REGIONAL AIRPORT,United States,U42,40.61955556,-111.9928889,4606,5862,14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEAVER MUN,United States,U52,38.23058333,-112.6754167,5863,4984,14,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
PANGUITCH MUN,United States,U55,37.84522222,-112.3919444,6763,5700,12,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NORTH BIG HORN CO,United States,U68,44.91166667,-108.4455,4094,5200,11,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
DUCHESNE MUN,United States,U69,40.19375278,-110.3829806,5831,5800,15,Public/civil,TRUE,"80-87 octane, 100 low lead (LL) octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MOUNTAIN HOME MUN,United States,U76,43.13161111,-115.7305667,3167,5000,17,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ALMATY,Kazakhstan,UAAA,43.35555556,77.04388889,2238,14764,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BALKHASH,Kazakhstan,UAAH,46.89416667,75.00444444,1447,8209,7,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
USHARAL,Kazakhstan,UAAL,46.19083333,80.83111111,1293,7546,5,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
TALDYKORGAN,Kazakhstan,UAAT,45.1225,78.44277778,1946,9846,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NURSULTAN NAZARBAYEV INTL,Kazakhstan,UACC,51.0225,71.46611111,1165,11483,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KOKSHETAU,Kazakhstan,UACK,53.33027778,69.59555556,889,9350,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PETROPAVLOVSK,Kazakhstan,UACP,54.77555556,69.18611111,459,9193,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
AULIE-ATA,Kazakhstan,UADD,42.85444444,71.30222222,2188,11486,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SHYMKENT,Kazakhstan,UAII,42.365,69.47555556,1388,10827,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ZHEZKAZGAN,Kazakhstan,UAKD,47.70916667,67.73833333,1250,8530,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KARAGANDA,Kazakhstan,UAKK,49.67166667,73.33527778,1768,11814,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KYZYLORDA,Kazakhstan,UAOO,44.70638889,65.59083333,433,8858,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
URALSK,Kazakhstan,UARR,51.15194444,51.54388889,128,9183,11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
UST-KAMENOGORSK,Kazakhstan,UASK,50.03666667,82.49361111,942,8248,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
PAVLODAR,Kazakhstan,UASP,52.19527778,77.07333333,410,8202,9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SEMEY,Kazakhstan,UASS,50.35166667,80.23388889,758,10167,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
AKTAU,Kazakhstan,UATE,43.86,51.09083333,75,10013,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ATYRAU,Kazakhstan,UATG,47.12194444,51.82,-72,9836,9,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
AKTOBE,Kazakhstan,UATT,50.24611111,57.20555556,741,10505,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NARIMANOVKA,Kazakhstan,UAUU,53.20722222,63.54888889,600,8248,12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
HEYDAR ALIYEV INTL,Azerbaijan,UBBB,40.46972222,50.05138889,10,13123,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Airframe, Major Engine"
GANJA,Azerbaijan,UBBG,40.73888889,46.32,1086,10827,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Major Airframe, Major Engine"
LENKORAN,Azerbaijan,UBBL,38.75861111,48.80638889,-35,10827,5,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
NAKHCHIVAN,Azerbaijan,UBBN,39.18873333,45.45728056,2863,10827,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
GABALA,Azerbaijan,UBBQ,40.80888889,47.72527778,1129,11417,6,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ZAGATALA,Azerbaijan,UBBY,41.55833333,46.66944444,1281,9843,6,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
ISSYK-KUL,Kyrgyzstan,UCFL,42.58571389,76.70181111,5426,12467,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MANAS,Kyrgyzstan,UCFM,43.06127222,74.47750833,2090,13793,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OSH,Kyrgyzstan,UCFO,40.60899722,72.79321389,2938,10538,4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SHIRAK,Armenia,UDSG,40.75055556,43.85944444,5000,10564,5,Public/civil,FALSE,"JET, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
EREBUNI,Armenia,UDYE,40.12194444,44.465,2955,8694,5,Military/non-civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
ZVARTNOTS,Armenia,UDYZ,40.147275,44.39588056,2838,12631,5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TALAKAN,Russia,UECT,59.88166667,111.0455556,1329,10171,-8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
YAKUTSK,Russia,UEEE,62.09333333,129.7733333,328,11155,-15,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CHULMAN,Russia,UELL,56.91388889,124.9138889,2811,11811,-14,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
POLIARNY,Russia,UERP,66.40027778,112.03,1670,10171,-9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MIRNY,Russia,UERR,62.53472222,114.0388889,1161,9186,-11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CHOKURDAKH,Russia,UESO,70.62472222,147.8963889,166,6562,-13,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
TIKSI,Russia,UEST,71.69555556,128.9005556,30,9843,-18,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
KOPITNARI,Georgia,UGKO,42.176825,42.48271389,160,8202,6,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BATUMI,Georgia,UGSB,41.61017778,41.59943889,37,8202,5,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
TBILISI,Georgia,UGTB,41.66915556,44.95479167,1624,9843,5,Public/civil,TRUE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Airframe, Major Engine"
IGNATYEVO,Russia,UHBB,50.42555556,127.4125,640,9186,-12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TYNDA,Russia,UHBW,55.285,124.7791667,2021,6309,-13,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KUPOL,Russia,UHEK,66.90166667,169.56,1745,6004,-2,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NOVY,Russia,UHHH,48.52805556,135.1880556,243,13123,-12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DZEMGI,Russia,UHKD,50.60555556,137.0813889,82,8097,-12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
UGOLNY,Russia,UHMA,64.735,177.7383333,194,11486,3,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PROVIDENIYA BAY,Russia,UHMD,64.37805556,-173.2433333,71,6562,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SOKOL,Russia,UHMM,59.91083333,150.7202778,574,11325,-11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
PEVEK,Russia,UHMP,69.78333333,170.595,10,8202,-1,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NIKOLAYEVSK-NA-AMURE,Russia,UHNN,53.15416667,140.6511111,187,6112,-12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
YELIZOVO,Russia,UHPP,53.16944444,158.4505556,128,11155,-7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NOVOSTROYKA,Russia,UHSH,53.51694444,142.8827778,125,4272,-12,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
ITURUP,Russia,UHSI,45.25638889,147.9558333,387,7546,-8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
SHAKHTERSK,Russia,UHSK,49.19055556,142.0830556,56,5341,-11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
MENDELEYEVO,Russia,UHSM,43.96111111,145.685,709,6745,-9,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
NOGLIKI,Russia,UHSN,51.78388889,143.1419444,128,5741,-11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
KHOMUTOVO,Russia,UHSS,46.88861111,142.7175,59,11158,-11,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KNEVICHI,Russia,UHWW,43.39805556,132.1488889,59,11490,-10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KADALA,Russia,UIAA,52.02611111,113.305,2270,9183,-8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BRATSK,Russia,UIBB,56.37055556,101.6986111,1611,10367,-2,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
IRKUTSK,Russia,UIII,52.26722222,104.3947222,1686,11696,-4,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MUKHINO,Russia,UIUU,51.80972222,107.4405556,1699,11155,-5,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
BORYSPIL INTL,Ukraine,UKBB,50.34472222,30.89333333,427,13123,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
DNIPROPETROVSK INTL,Ukraine,UKDD,48.35722222,35.10055556,482,9377,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Airframe, Major Engine"
ZAPORIZHZHIA INTL,Ukraine,UKDE,47.86722222,35.315,374,8202,7,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
LOZUVATKA,Ukraine,UKDR,48.04416667,33.20805556,407,8202,8,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OSNOVA,Ukraine,UKHH,49.92694444,36.29,529,8202,10,Public/civil,FALSE,"JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
